fighter1,fighter2,fight_outcome,fighter1_Weight,fighter1_Reach,fighter1_SLpM,fighter1_StrAcc,fighter1_SApM,fighter1_StrDef,fighter1_TDAvg,fighter1_TDAcc,fighter1_TDDef,fighter1_SubAvg,fighter2_Weight,fighter2_Reach,fighter2_SLpM,fighter2_StrAcc,fighter2_SApM,fighter2_StrDef,fighter2_TDAvg,fighter2_TDAcc,fighter2_TDDef,fighter2_SubAvg,fighter1_Wins,fighter1_Losses,fighter1_Draws,fighter2_Wins,fighter2_Losses,fighter2_Draws,fighter1_Height_in,fighter2_Height_in,fighter1_Age,fighter2_Age,fighter1_Stance_Open stance,fighter1_Stance_Orthodox,fighter1_Stance_Southpaw,fighter1_Stance_Switch,fighter2_Stance_Open stance,fighter2_Stance_Orthodox,fighter2_Stance_Southpaw,fighter2_Stance_Switch,diff_TDAcc,diff_StrAcc,diff_SubAvg,diff_StrDef,diff_Age,diff_SApM,diff_SLpM,diff_Reach,diff_TDAvg,diff_Height_in,diff_Draws,diff_TDDef,diff_Weight,diff_Wins,diff_Losses
Stipe Miocic,Fabio Maldonado,1,240.0,80,4.67,52,4.01,52,1.74,34,65,0.0,205.0,75,5.29,58,4.31,53,0.44,57,61,0.6,20,5,0,23,11,0,76.0,73.0,42.0,45.0,False,True,False,False,False,True,False,False,-23,-6,-0.6,-1,-3.0,-0.2999999999999998,-0.6200000000000001,5,1.3,3.0,0,4,35.0,-3,-6
Bobby Voelker,Lance Benoist,0,170.0,74,4.01,35,5.84,42,1.04,50,66,0.0,170.0,72,3.68,51,2.7,56,1.5,33,61,0.0,19,13,0,7,2,0,72.0,71.0,45.0,36.0,False,True,False,False,False,False,True,False,17,-16,0.0,-14,9.0,3.1399999999999997,0.3299999999999996,2,-0.45999999999999996,1.0,0,5,0.0,12,11
Yves Edwards,Piotr Hallmann,0,155.0,73,2.91,42,2.34,66,0.76,53,69,0.7,155.0,71,3.98,45,3.17,58,2.55,44,70,0.4,42,22,1,18,6,0,69.0,69.0,48.0,37.0,False,False,True,False,False,True,False,False,9,-3,0.29999999999999993,8,11.0,-0.8300000000000001,-1.0699999999999998,2,-1.7899999999999998,0.0,1,-1,0.0,24,16
Yaotzin Meza,Sergio Pettis,0,145.0,71,1.43,41,1.62,64,1.06,20,18,1.4,125.0,69,3.88,37,2.91,65,0.85,40,67,0.4,21,11,0,18,5,0,69.0,66.0,44.0,31.0,False,True,False,False,False,True,False,False,-20,4,0.9999999999999999,-1,13.0,-1.29,-2.45,2,0.21000000000000008,3.0,0,-49,20.0,3,6
Scott Jorgensen,Danny Martinez,1,135.0,66,3.37,40,3.41,65,2.61,45,59,0.7,125.0,67,2.73,28,3.77,63,3.0,45,36,0.0,15,12,0,21,8,0,65.0,66.0,42.0,39.0,False,True,False,False,False,True,False,False,0,12,0.7,2,3.0,-0.3599999999999999,0.6400000000000001,-1,-0.3900000000000001,-1.0,0,23,10.0,-6,4
Diego Sanchez,Ross Pearson,1,170.0,72,2.69,37,3.02,56,1.51,24,46,0.8,155.0,69,3.68,40,4.09,62,0.74,35,75,0.0,31,13,0,20,16,0,70.0,68.0,43.0,40.0,False,False,True,False,False,True,False,False,-11,-3,0.8,-6,3.0,-1.0699999999999998,-0.9900000000000002,3,0.77,2.0,0,-29,15.0,11,-3
Benson Henderson,Rustam Khabilov,1,170.0,70,2.93,45,1.79,63,2.4,45,63,0.8,155.0,73,1.98,34,2.16,65,3.95,41,61,0.1,24,7,0,24,4,0,69.0,68.0,41.0,38.0,False,False,True,False,False,True,False,False,4,11,0.7000000000000001,-2,3.0,-0.3700000000000001,0.9500000000000002,-3,-1.5500000000000003,1.0,0,2,15.0,0,3
John Dodson,John Moraga,1,135.0,66,3.2,40,3.58,61,0.71,28,82,0.0,125.0,66,2.57,43,2.55,56,0.62,23,44,1.1,22,12,0,19,7,0,63.0,66.0,40.0,41.0,False,True,False,False,False,True,False,False,5,-3,-1.1,5,-1.0,1.0300000000000002,0.6300000000000003,0,0.08999999999999997,-3.0,0,38,10.0,3,5
Rafael Dos Anjos,Jason High,1,170.0,70,3.48,47,3.23,60,1.95,35,54,0.6,155.0,73,1.28,42,1.56,48,2.36,63,37,2.8,32,17,0,21,6,0,68.0,68.0,40.0,43.0,False,False,True,False,False,False,True,False,-28,5,-2.1999999999999997,12,-3.0,1.67,2.2,-3,-0.4099999999999999,0.0,0,17,15.0,11,11
Erik Perez,Bryan Caraway,0,135.0,68,3.16,40,2.09,66,3.16,55,69,0.2,135.0,68,2.53,34,3.61,54,2.57,25,80,0.8,17,6,0,21,9,0,68.0,68.0,35.0,40.0,False,True,False,False,False,True,False,False,30,6,-0.6000000000000001,12,-5.0,-1.52,0.6300000000000003,0,0.5900000000000003,0.0,0,-11,0.0,-4,-3
Luke Barnatt,Sean Strickland,0,185.0,77,4.43,36,3.87,59,0.63,42,63,0.4,185.0,76,5.95,42,4.57,60,0.73,64,76,0.2,13,4,0,29,7,0,78.0,73.0,36.0,34.0,False,True,False,False,False,True,False,False,-22,-6,0.2,-1,2.0,-0.7000000000000002,-1.5200000000000005,1,-0.09999999999999998,5.0,0,-13,0.0,-16,-3
Nick Hein,Drew Dober,1,155.0,66,2.65,35,3.61,59,0.86,33,83,0.0,155.0,70,4.39,40,4.25,51,0.67,17,56,0.1,14,5,0,27,14,0,66.0,68.0,40.0,36.0,False,False,True,False,False,False,True,False,16,-5,-0.1,8,4.0,-0.6400000000000001,-1.7399999999999998,-4,0.18999999999999995,-2.0,0,27,0.0,-13,-9
Magnus Cedenblad,Krzysztof Jotko,1,185.0,79,2.38,51,3.02,40,2.87,64,66,1.0,185.0,77,2.98,42,2.23,57,1.33,39,82,0.1,14,5,0,24,6,0,77.0,73.0,42.0,35.0,False,True,False,False,False,False,True,False,25,9,0.9,-17,7.0,0.79,-0.6000000000000001,2,1.54,4.0,0,-16,0.0,-10,-1
Francis Carmont,CB Dollaway,0,205.0,78,2.22,42,1.64,59,1.79,36,73,0.6,185.0,76,2.65,47,2.58,54,3.55,54,62,1.2,25,12,0,17,9,0,75.0,74.0,43.0,41.0,False,True,False,False,False,True,False,False,-18,-5,-0.6,5,2.0,-0.9400000000000002,-0.4299999999999997,2,-1.7599999999999998,1.0,0,11,20.0,8,3
Mark Munoz,Gegard Mousasi,0,185.0,71,3.12,51,2.26,57,3.17,29,57,0.6,185.0,76,3.75,50,1.21,68,1.59,60,59,1.1,14,6,0,42,6,2,72.0,74.0,47.0,39.0,False,True,False,False,False,True,False,False,-31,1,-0.5000000000000001,-11,8.0,1.0499999999999998,-0.6299999999999999,-5,1.5799999999999998,-2.0,-2,-2,0.0,-28,0
Tony Ferguson,Katsunori Kikuno,1,170.0,76,4.91,45,4.37,55,0.39,35,66,0.9,145.0,66,2.64,40,2.47,61,1.88,75,76,0.8,26,11,0,24,8,2,71.0,68.0,41.0,43.0,False,True,False,False,False,True,False,False,-40,5,0.09999999999999998,-6,-2.0,1.9,2.27,10,-1.4899999999999998,3.0,-2,-10,25.0,2,3
Al Iaquinta,Mitch Clarke,0,155.0,70,4.06,40,4.53,61,0.63,18,74,0.2,155.0,73,2.35,34,3.27,47,0.64,15,50,0.4,14,7,1,11,5,0,70.0,70.0,37.0,39.0,False,True,False,False,False,True,False,False,3,6,-0.2,14,-2.0,1.2600000000000002,1.7099999999999995,-3,-0.010000000000000009,0.0,1,24,0.0,3,2
Anthony Njokuani,Vinc Pichel,0,155.0,75,3.94,46,2.41,65,0.5,45,53,0.2,155.0,72,3.62,46,3.05,55,2.78,54,25,0.2,16,12,0,14,4,0,73.0,70.0,45.0,42.0,False,True,False,False,False,True,False,False,-9,0,0.0,10,3.0,-0.6399999999999997,0.31999999999999984,3,-2.28,3.0,0,28,0.0,2,8
Sam Sicilia,Aaron Phillips,1,145.0,67,2.46,33,3.55,59,1.45,43,70,0.9,135.0,71,1.51,53,3.66,43,0.86,50,44,0.6,15,8,0,12,5,0,68.0,69.0,39.0,35.0,False,True,False,False,False,False,True,False,-7,-20,0.30000000000000004,16,4.0,-0.11000000000000032,0.95,-4,0.59,-1.0,0,26,10.0,3,3
Takeya Mizugaki,Francisco Rivera,1,135.0,69,3.37,37,3.27,57,1.46,57,70,0.1,135.0,70,4.07,41,3.16,68,1.01,63,68,0.6,21,11,2,11,7,0,67.0,68.0,41.0,43.0,False,True,False,False,False,True,False,False,-6,-4,-0.5,-11,-2.0,0.10999999999999988,-0.7000000000000002,-1,0.44999999999999996,-1.0,2,2,0.0,10,4
Robbie Lawler,Jake Ellenberger,1,170.0,74,3.85,47,4.67,59,0.65,64,65,0.0,170.0,71,2.47,39,2.83,60,2.04,47,86,0.4,30,16,0,31,15,0,71.0,69.0,43.0,39.0,False,False,True,False,False,True,False,False,17,8,-0.4,-1,4.0,1.8399999999999999,1.38,3,-1.3900000000000001,2.0,0,-21,0.0,-1,1
Michael Chiesa,Francisco Trinaldo,1,170.0,75,1.81,39,1.66,54,3.3,48,61,1.1,170.0,70,3.13,45,2.67,60,0.98,42,60,0.5,20,7,0,28,9,0,73.0,69.0,37.0,46.0,False,False,True,False,False,False,True,False,6,-6,0.6000000000000001,-6,-9.0,-1.01,-1.3199999999999998,5,2.32,4.0,0,1,0.0,-8,-2
Daniel Cormier,Dan Henderson,1,235.0,72,4.25,52,2.92,54,1.83,44,80,0.4,185.0,74,2.44,47,2.7,51,1.52,52,57,0.3,22,3,0,32,15,0,71.0,71.0,46.0,54.0,False,True,False,False,False,True,False,False,-8,5,0.10000000000000003,3,-8.0,0.21999999999999975,1.81,-2,0.31000000000000005,0.0,0,23,50.0,-10,-12
Jamie Varner,James Krause,0,155.0,71,2.92,34,2.55,58,3.49,53,66,0.8,170.0,73,4.79,49,4.11,61,0.96,18,59,0.9,21,11,1,28,9,0,68.0,74.0,40.0,38.0,False,True,False,False,False,True,False,False,35,-15,-0.09999999999999998,-3,2.0,-1.5600000000000005,-1.87,-2,2.5300000000000002,-6.0,1,7,-15.0,-7,2
Renan Barao,TJ Dillashaw,0,145.0,70,3.78,36,3.9,57,1.49,41,91,0.5,135.0,67,5.09,41,3.47,62,1.56,30,77,0.8,34,9,0,18,5,0,66.0,66.0,38.0,39.0,False,True,False,False,False,True,False,False,11,-5,-0.30000000000000004,-5,-1.0,0.4299999999999997,-1.31,3,-0.07000000000000006,0.0,0,14,10.0,16,4
Danny Castillo,Charlie Brenneman,1,155.0,71,2.57,42,1.96,62,2.95,38,63,0.2,155.0,70,1.52,56,1.55,46,4.23,42,72,0.0,17,10,0,19,8,0,69.0,70.0,45.0,44.0,False,True,False,False,False,True,False,False,-4,-14,0.2,16,1.0,0.4099999999999999,1.0499999999999998,1,-1.2800000000000002,-1.0,0,-9,0.0,-2,2
Takanori Gomi,Isaac Vallie-Flagg,1,155.0,70,3.81,41,3.52,60,1.23,65,63,0.8,155.0,70,5.56,47,5.6,45,0.2,12,58,0.0,35,14,0,16,7,1,67.0,68.0,46.0,46.0,False,False,True,False,False,True,False,False,53,-6,0.8,15,0.0,-2.0799999999999996,-1.7499999999999996,0,1.03,-1.0,-1,5,0.0,19,7
Jessamyn Duke,Bethe Correia,0,135.0,73,4.83,53,4.43,57,1.27,36,50,1.9,135.0,64,4.37,43,4.93,56,0.39,18,85,0.0,3,5,0,11,6,1,71.0,65.0,38.0,41.0,False,True,False,False,False,True,False,False,18,10,1.9,1,-3.0,-0.5,0.45999999999999996,9,0.88,6.0,-1,-35,0.0,-8,-1
Chris Beal,Patrick Williams,1,125.0,69,3.45,35,3.18,61,1.6,58,78,0.2,135.0,73,4.12,51,4.12,52,2.71,41,100,0.5,10,5,0,8,6,0,67.0,68.0,39.0,43.0,False,True,False,False,False,True,False,False,17,-16,-0.3,9,-4.0,-0.94,-0.6699999999999999,-4,-1.1099999999999999,-1.0,0,-22,-10.0,2,-1
Luke Rockhold,Tim Boetsch,1,185.0,77,4.1,49,2.68,53,0.7,29,65,1.0,185.0,74,2.93,50,2.9,57,1.45,34,59,0.8,16,6,0,21,13,0,75.0,72.0,40.0,44.0,False,False,True,False,False,True,False,False,-5,-1,0.19999999999999996,-4,-4.0,-0.21999999999999975,1.1699999999999995,3,-0.75,3.0,0,6,0.0,-5,-7
Joseph Benavidez,Tim Elliott,1,125.0,65,3.52,34,2.67,61,1.41,30,62,0.6,125.0,66,3.39,44,2.66,56,3.73,47,59,1.0,28,8,0,21,13,1,64.0,67.0,40.0,38.0,False,False,True,False,False,False,True,False,-17,-10,-0.4,5,2.0,0.009999999999999787,0.1299999999999999,-1,-2.3200000000000003,-3.0,-1,3,0.0,7,-5
Phil Davis,Anthony Johnson,0,205.0,79,2.85,34,1.33,72,2.99,38,72,0.6,205.0,78,3.25,47,1.83,60,2.43,57,77,0.6,17,4,0,22,6,0,74.0,74.0,40.0,41.0,False,True,False,False,False,True,False,False,-19,-13,0.0,12,-1.0,-0.5,-0.3999999999999999,1,0.56,0.0,0,-5,0.0,-5,-2
Jim Miller,Yancy Medeiros,1,155.0,71,2.99,42,3.51,56,1.52,44,49,1.7,155.0,75,4.36,37,5.67,47,0.33,50,73,0.7,38,18,0,15,8,0,68.0,70.0,41.0,37.0,False,False,True,False,False,True,False,False,-6,5,1.0,9,4.0,-2.16,-1.37,-4,1.19,-2.0,0,-24,0.0,23,10
Max Holloway,Andre Fili,1,145.0,69,7.16,47,4.76,59,0.25,53,83,0.3,145.0,74,3.84,37,4.15,51,2.17,44,70,0.2,26,8,0,24,12,0,71.0,71.0,33.0,34.0,False,True,False,False,False,True,False,False,9,10,0.09999999999999998,8,-1.0,0.6099999999999994,3.3200000000000003,-5,-1.92,0.0,0,13,0.0,2,-4
Manvel Gamburyan,Nik Lentz,0,135.0,67,2.13,41,2.83,55,3.26,34,69,0.7,145.0,68,3.44,47,3.25,50,3.3,32,43,1.2,15,10,0,30,12,2,65.0,68.0,43.0,40.0,False,True,False,False,False,True,False,False,2,-6,-0.5,5,3.0,-0.41999999999999993,-1.31,-1,-0.040000000000000036,-3.0,-2,26,-10.0,-15,-2
Ed Herman,Rafael Natal,1,205.0,77,3.31,48,3.71,42,1.96,47,59,1.0,185.0,77,3.1,47,2.48,57,2.55,34,77,0.5,27,16,0,21,9,1,73.0,72.0,44.0,42.0,False,True,False,False,False,True,False,False,13,1,0.5,-15,2.0,1.23,0.20999999999999996,0,-0.5899999999999999,1.0,-1,-18,20.0,6,7
Jon Jones,Glover Teixeira,1,248.0,84,4.38,58,2.24,64,1.89,45,95,0.5,205.0,76,3.73,49,4.43,51,2.11,33,60,0.9,28,1,0,33,9,0,76.0,74.0,37.0,45.0,False,True,False,False,False,True,False,False,12,9,-0.4,13,-8.0,-2.1899999999999995,0.6499999999999999,8,-0.21999999999999997,2.0,0,35,43.0,-5,-8
Eddie Wineland,Johnny Eduardo,0,135.0,69,3.4,29,3.76,68,0.34,33,86,0.1,135.0,71,2.95,39,3.22,63,0.22,20,58,0.4,24,16,1,28,13,0,67.0,67.0,40.0,46.0,False,True,False,False,False,True,False,False,13,-10,-0.30000000000000004,5,-6.0,0.5399999999999996,0.44999999999999973,-2,0.12000000000000002,0.0,1,28,0.0,-4,3
Chris Cariaso,Louis Smolka,1,125.0,64,3.35,43,2.23,61,1.11,39,57,0.8,135.0,68,4.67,47,4.11,53,1.69,35,32,1.8,17,8,0,17,9,0,63.0,69.0,43.0,33.0,False,False,True,False,False,True,False,False,4,-4,-1.0,8,10.0,-1.8800000000000003,-1.3199999999999998,-4,-0.5799999999999998,-6.0,0,25,-10.0,0,-1
Yan Cabral,Zak Cummings,0,155.0,73,2.02,47,1.98,62,2.89,35,37,1.2,205.0,75,2.96,35,2.91,55,0.62,28,66,0.6,13,3,0,25,7,0,71.0,72.0,41.0,40.0,False,True,False,False,False,False,True,False,7,12,0.6,7,1.0,-0.9300000000000002,-0.94,-2,2.27,-1.0,0,-29,-50.0,-12,-4
Constantinos Philippou,Lorenz Larkin,1,185.0,73,2.19,35,2.73,54,0.4,42,65,0.3,170.0,72,3.53,46,2.74,63,0.27,42,79,0.1,13,5,0,18,6,0,71.0,71.0,45.0,38.0,False,True,False,False,False,True,False,False,0,-11,0.19999999999999998,-9,7.0,-0.010000000000000231,-1.3399999999999999,1,0.13,0.0,0,-14,15.0,-5,-1
Soa Palelei,Ruan Potts,1,265.0,81,2.47,57,2.68,48,2.2,47,66,0.0,247.0,75,0.85,37,5.92,22,0.75,16,33,2.3,22,5,0,11,6,0,76.0,74.0,47.0,47.0,False,True,False,False,False,True,False,False,31,20,-2.3,26,0.0,-3.2399999999999998,1.62,6,1.4500000000000002,2.0,0,33,18.0,11,-1
Dustin Ortiz,Ray Borg,1,125.0,65,2.94,44,2.17,56,3.01,36,52,0.1,135.0,63,1.52,52,1.93,48,3.89,50,46,1.0,19,8,0,13,5,0,65.0,64.0,36.0,31.0,False,True,False,False,False,True,False,False,-14,-8,-0.9,8,5.0,0.24,1.42,2,-0.8800000000000003,1.0,0,6,-10.0,6,3
Kyoji Horiguchi,Darrell Montague,1,125.0,66,3.6,45,2.45,62,2.0,44,55,0.0,125.0,67,1.92,25,5.38,52,0.72,25,33,1.4,19,2,0,13,5,0,65.0,66.0,34.0,37.0,False,True,False,False,False,False,True,False,19,20,-1.4,10,-3.0,-2.9299999999999997,1.6800000000000002,-1,1.28,-1.0,0,22,0.0,6,-3
Neil Magny,Tim Means,1,170.0,80,3.43,46,2.48,51,2.12,38,53,0.2,170.0,75,5.04,49,3.65,60,1.14,40,64,0.2,29,14,0,33,17,1,75.0,74.0,37.0,41.0,False,True,False,False,False,True,False,False,-2,-3,0.0,-9,-4.0,-1.17,-1.6099999999999999,5,0.9800000000000002,1.0,-1,-11,0.0,-4,-3
Jorge Masvidal,Pat Healy,1,170.0,74,4.05,47,3.05,64,1.38,59,72,0.3,155.0,72,2.57,36,2.57,50,3.08,37,55,1.1,35,17,0,34,23,0,71.0,72.0,40.0,41.0,False,True,False,False,False,True,False,False,22,11,-0.8,14,-1.0,0.48,1.48,2,-1.7000000000000002,-1.0,0,17,15.0,1,-6
Caio Magalhaes,Luke Zachrich,1,185.0,73,2.27,40,2.78,56,1.05,15,58,1.6,185.0,74,4.56,32,4.46,62,0.74,33,80,0.0,10,3,0,14,4,0,73.0,74.0,37.0,43.0,False,True,False,False,False,True,False,False,-18,8,1.6,-6,-6.0,-1.6800000000000002,-2.2899999999999996,-1,0.31000000000000005,-1.0,0,-22,0.0,-4,-1
