fighter1,fighter2,fight_outcome,fighter1_Weight,fighter1_Reach,fighter1_SLpM,fighter1_StrAcc,fighter1_SApM,fighter1_StrDef,fighter1_TDAvg,fighter1_TDAcc,fighter1_TDDef,fighter1_SubAvg,fighter2_Weight,fighter2_Reach,fighter2_SLpM,fighter2_StrAcc,fighter2_SApM,fighter2_StrDef,fighter2_TDAvg,fighter2_TDAcc,fighter2_TDDef,fighter2_SubAvg,fighter1_Wins,fighter1_Losses,fighter1_Draws,fighter2_Wins,fighter2_Losses,fighter2_Draws,fighter1_Height_in,fighter2_Height_in,fighter1_Age,fighter2_Age,fighter1_Stance_Open stance,fighter1_Stance_Orthodox,fighter1_Stance_Southpaw,fighter1_Stance_Switch,fighter2_Stance_Open stance,fighter2_Stance_Orthodox,fighter2_Stance_Southpaw,fighter2_Stance_Switch,diff_TDAcc,diff_StrAcc,diff_SubAvg,diff_StrDef,diff_Age,diff_SApM,diff_SLpM,diff_Reach,diff_TDAvg,diff_Height_in,diff_Draws,diff_TDDef,diff_Weight,diff_Wins,diff_Losses
Marc Diakiese,Teemu Packalen,1,155.0,73,2.54,40,2.64,52,3.29,43,66,0.0,155.0,75,2.57,54,3.91,47,2.31,25,100,1.5,17,7,0,8,3,0,70.0,73.0,32.0,37.0,False,True,False,False,False,True,False,False,18,-14,-1.5,5,-5.0,-1.27,-0.029999999999999805,-2,0.98,-3.0,0,-34,0.0,9,4
Brad Scott,Scott Askham,1,170.0,76,3.52,41,4.31,57,0.32,15,63,0.7,185.0,75,3.03,46,3.52,52,0.44,18,65,0.7,11,6,0,14,4,0,73.0,75.0,35.0,36.0,False,True,False,False,False,False,True,False,-3,-5,0.0,5,-1.0,0.7899999999999996,0.4900000000000002,1,-0.12,-2.0,0,-2,-15.0,-3,2
Leon Edwards,Vicente Luque,1,170.0,74,2.68,53,2.37,53,1.25,36,65,0.4,170.0,75,5.05,51,5.22,52,0.99,53,62,0.7,22,4,0,23,10,1,74.0,71.0,33.0,33.0,False,False,True,False,False,True,False,False,-17,2,-0.29999999999999993,1,0.0,-2.8499999999999996,-2.3699999999999997,-1,0.26,3.0,-1,3,0.0,-1,-6
Darren Stewart,Francimar Barroso,0,205.0,74,3.05,45,3.29,48,1.75,45,67,0.1,205.0,75,2.77,52,3.07,59,2.22,24,83,0.0,12,8,0,19,7,0,72.0,73.0,34.0,45.0,False,True,False,False,False,True,False,False,21,-7,0.1,-11,-11.0,0.2200000000000002,0.2799999999999998,-1,-0.4700000000000002,-1.0,0,-16,0.0,-7,1
Daniel Omielanczuk,Timothy Johnson,0,247.0,74,3.09,57,3.29,47,0.56,26,68,0.1,265.0,77,3.43,45,3.08,44,1.09,24,69,0.0,19,8,1,12,4,0,72.0,75.0,42.0,40.0,False,False,True,False,False,False,True,False,2,12,0.1,3,2.0,0.20999999999999996,-0.3400000000000003,-3,-0.53,-3.0,1,-1,-18.0,7,4
Brad Pickett,Marlon Vera,0,135.0,68,3.02,31,4.63,55,2.47,44,58,0.4,135.0,70,4.27,49,5.37,50,0.51,39,72,0.8,25,14,0,23,10,1,66.0,68.0,46.0,32.0,False,True,False,False,False,False,False,True,5,-18,-0.4,5,14.0,-0.7400000000000002,-1.2499999999999996,-2,1.9600000000000002,-2.0,-1,-14,0.0,2,4
Gunnar Nelson,Alan Jouban,1,170.0,72,1.84,61,3.0,49,1.9,59,66,1.0,170.0,73,5.67,50,3.77,60,0.51,44,58,0.3,19,5,1,17,7,0,71.0,72.0,36.0,43.0,False,False,False,True,False,False,True,False,15,11,0.7,-11,-7.0,-0.77,-3.83,-1,1.39,-1.0,1,8,0.0,2,-2
Jimi Manuwa,Corey Anderson,1,205.0,79,3.43,54,3.97,49,0.53,18,70,0.4,205.0,79,4.43,46,2.22,59,4.89,50,83,0.0,17,6,0,14,5,0,73.0,75.0,45.0,35.0,False,True,False,False,False,True,False,False,-32,8,0.4,-10,10.0,1.75,-0.9999999999999996,0,-4.359999999999999,-2.0,0,-13,0.0,3,1
Joe Duffy,Reza Madadi,1,155.0,73,2.68,34,3.78,54,0.96,66,64,0.7,155.0,73,2.51,46,3.31,66,3.17,33,89,0.5,16,5,0,14,6,0,70.0,71.0,37.0,46.0,False,True,False,False,False,True,False,False,33,-12,0.19999999999999996,-12,-9.0,0.46999999999999975,0.17000000000000037,0,-2.21,-1.0,0,-25,0.0,2,-1
Arnold Allen,Makwan Amirkhani,1,145.0,70,3.45,41,2.88,61,0.93,47,75,0.3,145.0,72,1.33,44,2.98,46,3.96,43,35,1.1,20,3,0,17,9,0,68.0,70.0,31.0,36.0,False,False,True,False,False,False,True,False,4,-3,-0.8,15,-5.0,-0.10000000000000009,2.12,-2,-3.03,-2.0,0,40,0.0,3,-6
Ashlee Evans-Smith,Ketlen Vieira,0,135.0,67,4.03,34,4.59,53,0.95,22,50,0.0,135.0,68,2.92,41,3.9,51,1.39,44,88,0.6,6,6,0,14,4,0,68.0,68.0,37.0,33.0,False,True,False,False,False,True,False,False,-22,-7,-0.6,2,4.0,0.69,1.1100000000000003,-1,-0.43999999999999995,0.0,0,-38,0.0,-8,2
Zak Cummings,Nathan Coy,1,205.0,75,2.96,35,2.91,55,0.62,28,66,0.6,170.0,69,3.88,52,2.4,61,3.17,47,50,0.0,25,7,0,15,7,0,72.0,70.0,40.0,46.0,False,False,True,False,False,False,True,False,-19,-17,0.6,-6,-6.0,0.5100000000000002,-0.9199999999999999,6,-2.55,2.0,0,16,35.0,10,0
Anthony Smith,Andrew Sanchez,1,205.0,76,3.2,49,4.88,45,0.44,23,50,0.6,185.0,74,4.3,43,5.1,50,2.55,36,100,0.0,38,21,0,13,7,0,76.0,73.0,36.0,36.0,False,True,False,False,False,True,False,False,-13,6,0.6,-5,0.0,-0.21999999999999975,-1.0999999999999996,2,-2.11,3.0,0,-50,20.0,25,14
Louis Smolka,Tim Elliott,0,135.0,68,4.67,47,4.11,53,1.69,35,32,1.8,125.0,66,3.39,44,2.66,56,3.73,47,59,1.0,17,9,0,21,13,1,69.0,67.0,33.0,38.0,False,True,False,False,False,False,True,False,-12,3,0.8,-3,-5.0,1.4500000000000002,1.2799999999999998,2,-2.04,2.0,-1,-27,10.0,-4,-4
King Green,Rashid Magomedov,0,155.0,71,6.43,53,3.73,62,1.23,39,74,0.3,155.0,70,4.4,49,3.05,54,0.67,57,89,0.2,32,16,1,20,2,0,70.0,69.0,38.0,40.0,False,True,False,False,False,True,False,False,-18,4,0.09999999999999998,8,-2.0,0.6800000000000002,2.0299999999999994,1,0.5599999999999999,1.0,1,-15,0.0,12,14
Devin Clark,Jake Collier,1,205.0,75,3.03,54,3.24,44,2.17,32,58,0.1,230.0,78,5.8,44,5.08,50,0.71,33,67,0.6,14,9,0,13,10,0,72.0,75.0,34.0,36.0,False,True,False,False,False,True,False,False,-1,10,-0.5,-6,-2.0,-1.8399999999999999,-2.77,-3,1.46,-3.0,0,-9,-25.0,1,-1
Aljamain Sterling,Augusto Mendes,1,145.0,71,4.41,52,2.21,58,2.51,29,42,0.7,135.0,65,2.42,34,3.91,56,1.75,33,80,0.0,24,5,0,6,2,0,67.0,66.0,35.0,42.0,False,True,False,False,False,True,False,False,-4,18,0.7,2,-7.0,-1.7000000000000002,1.9900000000000002,6,0.7599999999999998,1.0,0,-38,10.0,18,3
Demetrious Johnson,Wilson Reis,1,125.0,66,3.43,54,1.66,67,3.35,56,65,0.5,125.0,65,1.83,29,3.04,55,5.15,42,47,0.6,27,3,1,23,10,0,63.0,64.0,38.0,40.0,False,True,False,False,False,False,True,False,14,25,-0.09999999999999998,12,-2.0,-1.3800000000000001,1.6,1,-1.8000000000000003,-1.0,1,18,0.0,4,-7
Jacare Souza,Robert Whittaker,0,185.0,72,2.53,47,2.83,62,2.57,39,57,1.3,185.0,73,4.54,43,3.41,59,0.8,38,81,0.0,26,10,0,27,8,0,73.0,72.0,45.0,34.0,False,True,False,False,False,True,False,False,1,4,1.3,3,11.0,-0.5800000000000001,-2.0100000000000002,-1,1.7699999999999998,1.0,0,-24,0.0,-1,2
Alexander Volkov,Roy Nelson,1,250.0,80,4.97,57,2.99,54,0.61,66,72,0.2,263.0,73,2.18,36,4.79,46,1.14,27,65,0.1,38,11,0,22,14,0,79.0,72.0,36.0,48.0,False,True,False,False,False,True,False,False,39,21,0.1,8,-12.0,-1.7999999999999998,2.7899999999999996,7,-0.5299999999999999,7.0,0,7,-13.0,16,-3
Jeremy Stephens,Renato Moicano,0,145.0,71,3.17,40,3.05,58,1.16,38,65,0.4,155.0,72,4.36,48,3.55,60,1.82,44,71,0.6,28,19,0,20,6,1,69.0,71.0,38.0,35.0,False,True,False,False,False,True,False,False,-6,-8,-0.19999999999999996,-2,3.0,-0.5,-1.1900000000000004,-1,-0.6600000000000001,-2.0,-1,-6,-10.0,8,13
Rose Namajunas,Michelle Waterson-Gomez,1,125.0,65,3.71,42,3.48,63,1.46,50,61,0.4,115.0,62,3.42,46,4.25,48,1.39,33,69,0.6,14,7,0,18,13,0,65.0,63.0,32.0,39.0,False,True,False,False,False,True,False,False,17,-4,-0.19999999999999996,15,-7.0,-0.77,0.29000000000000004,3,0.07000000000000006,2.0,0,-8,10.0,-4,-6
Katlyn Cerminara,Irene Aldana,1,125.0,68,4.58,34,4.48,62,0.31,15,50,0.3,135.0,68,5.19,39,6.64,56,0.15,50,77,0.2,18,6,0,15,8,0,69.0,69.0,36.0,37.0,False,True,False,False,False,True,False,False,-35,-5,0.09999999999999998,6,-1.0,-2.1599999999999993,-0.6100000000000003,0,0.16,0.0,0,-27,-10.0,3,-2
Patrick Williams,Tom Duquesnoy,0,135.0,73,4.12,51,4.12,52,2.71,41,100,0.5,135.0,68,3.83,45,5.3,62,0.42,25,46,0.0,8,6,0,16,2,0,68.0,67.0,43.0,31.0,False,True,False,False,False,True,False,False,16,6,0.5,-10,12.0,-1.1799999999999997,0.29000000000000004,5,2.29,1.0,0,54,0.0,-8,4
Patrick Cummins,Jan Blachowicz,1,205.0,76,4.26,50,3.35,55,4.49,41,28,0.1,205.0,78,3.41,50,2.91,53,1.09,50,68,0.3,10,7,0,29,10,1,74.0,74.0,44.0,42.0,False,True,False,False,False,True,False,False,-9,0,-0.19999999999999998,2,2.0,0.43999999999999995,0.8499999999999996,-2,3.4000000000000004,0.0,-1,-40,0.0,-19,-3
Gregor Gillespie,Andrew Holbrook,1,155.0,71,3.74,52,2.3,57,6.86,48,100,0.8,155.0,70,2.2,49,3.0,54,0.85,18,10,2.1,14,1,0,12,3,0,67.0,71.0,38.0,39.0,False,True,False,False,False,False,True,False,30,3,-1.3,3,-1.0,-0.7000000000000002,1.54,1,6.010000000000001,-4.0,0,90,0.0,2,-2
Josh Emmett,Desmond Green,0,145.0,70,4.04,36,4.61,61,0.91,37,46,0.1,155.0,73,3.7,46,2.51,69,1.62,50,75,0.0,19,4,0,23,8,0,66.0,70.0,40.0,35.0,False,True,False,False,False,False,True,False,-13,-10,0.1,-8,5.0,2.1000000000000005,0.33999999999999986,-3,-0.7100000000000001,-4.0,0,-29,-10.0,-4,-4
Shane Burgos,Charles Rosa,1,145.0,75,7.4,52,6.78,56,0.43,44,91,0.4,145.0,69,3.08,36,3.86,47,1.67,35,38,1.0,15,3,0,14,8,0,71.0,69.0,34.0,38.0,False,True,False,False,False,False,False,True,9,16,-0.6,9,-4.0,2.9200000000000004,4.32,6,-1.24,2.0,0,53,0.0,1,-5
Kamaru Usman,Sean Strickland,1,170.0,76,4.36,52,2.74,54,2.82,45,89,0.1,185.0,76,5.95,42,4.57,60,0.73,64,76,0.2,20,4,0,29,7,0,72.0,73.0,37.0,34.0,False,False,False,True,False,True,False,False,-19,10,-0.1,-6,3.0,-1.83,-1.5899999999999999,0,2.09,-1.0,0,13,-15.0,-9,-3
Myles Jury,Mike de la Torre,1,145.0,73,2.94,42,2.16,66,2.16,55,50,0.3,145.0,71,3.21,39,4.75,51,0.36,16,83,0.0,17,4,0,14,7,0,70.0,71.0,36.0,38.0,False,True,False,False,False,True,False,False,39,3,0.3,15,-2.0,-2.59,-0.27,2,1.8000000000000003,-1.0,0,-33,0.0,3,-3
Will Brooks,Charles Oliveira,0,155.0,72,4.26,59,2.54,56,2.08,51,82,0.3,155.0,74,3.4,55,3.21,49,2.25,40,56,2.7,18,4,0,35,10,0,70.0,70.0,38.0,35.0,False,True,False,False,False,True,False,False,11,4,-2.4000000000000004,7,3.0,-0.6699999999999999,0.8599999999999999,-2,-0.16999999999999993,0.0,0,26,0.0,-17,-6
Thiago Alves,Patrick Cote,1,170.0,70,3.73,41,3.42,62,0.71,60,63,0.3,170.0,75,2.81,48,3.21,48,0.68,20,43,0.2,23,15,0,23,11,0,69.0,71.0,41.0,45.0,False,True,False,False,False,True,False,False,40,-7,0.09999999999999998,14,-4.0,0.20999999999999996,0.9199999999999999,-5,0.029999999999999916,-2.0,0,20,0.0,0,4
Michel Prazeres,Joshua Burkman,1,170.0,67,2.38,47,2.51,57,3.94,36,47,0.6,170.0,72,2.69,43,3.13,51,2.53,36,72,0.3,26,4,0,28,16,0,66.0,70.0,43.0,44.0,False,True,False,False,False,True,False,False,0,4,0.3,6,-1.0,-0.6200000000000001,-0.31000000000000005,-5,1.4100000000000001,-4.0,0,-25,0.0,-2,-12
Francisco Trinaldo,Kevin Lee,0,170.0,70,3.13,45,2.67,60,0.98,42,60,0.5,170.0,77,3.88,42,3.6,50,3.18,43,75,0.8,28,9,0,18,8,0,69.0,69.0,46.0,32.0,False,False,True,False,False,True,False,False,-1,3,-0.30000000000000004,10,14.0,-0.9300000000000002,-0.75,-7,-2.2,0.0,0,-15,0.0,10,1
Daniel Cormier,Anthony Johnson,1,235.0,72,4.25,52,2.92,54,1.83,44,80,0.4,205.0,78,3.25,47,1.83,60,2.43,57,77,0.6,22,3,0,22,6,0,71.0,74.0,46.0,41.0,False,True,False,False,False,True,False,False,-13,5,-0.19999999999999996,-6,5.0,1.0899999999999999,1.0,-6,-0.6000000000000001,-3.0,0,3,30.0,0,-3
Chris Weidman,Gegard Mousasi,0,185.0,78,3.11,45,3.37,51,3.27,42,72,0.8,185.0,76,3.75,50,1.21,68,1.59,60,59,1.1,16,8,0,42,6,2,74.0,74.0,40.0,39.0,False,True,False,False,False,True,False,False,-18,-5,-0.30000000000000004,-17,1.0,2.16,-0.6400000000000001,2,1.68,0.0,-2,13,0.0,-26,2
Alex Oliveira,Tim Means,1,170.0,76,2.99,51,2.55,46,2.35,38,63,0.6,170.0,75,5.04,49,3.65,60,1.14,40,64,0.2,22,12,1,33,17,1,71.0,74.0,37.0,41.0,False,True,False,False,False,True,False,False,-2,2,0.39999999999999997,-14,-4.0,-1.1,-2.05,1,1.2100000000000002,-3.0,0,-1,0.0,-11,-5
Jussier Formiga,Ray Borg,0,125.0,67,1.42,39,2.34,64,1.82,35,87,0.6,135.0,63,1.52,52,1.93,48,3.89,50,46,1.0,23,8,0,13,5,0,65.0,64.0,39.0,31.0,False,True,False,False,False,True,False,False,-15,-13,-0.4,16,8.0,0.4099999999999999,-0.10000000000000009,4,-2.0700000000000003,1.0,0,41,-10.0,10,3
Rani Yahya,Joe Soto,0,135.0,67,1.71,38,2.08,50,2.73,30,29,1.8,135.0,65,3.36,41,5.37,67,0.85,21,70,1.9,28,12,1,18,7,0,66.0,66.0,40.0,38.0,False,True,False,False,False,True,False,False,9,-3,-0.09999999999999987,-17,2.0,-3.29,-1.65,2,1.88,0.0,1,-41,0.0,10,5
Sergio Moraes,Davi Ramos,1,170.0,72,2.42,42,3.73,59,1.2,38,75,0.4,155.0,70,2.64,37,3.44,56,1.95,40,83,0.6,14,6,1,10,4,0,72.0,66.0,42.0,38.0,False,True,False,False,False,True,False,False,-2,5,-0.19999999999999996,3,4.0,0.29000000000000004,-0.2200000000000002,2,-0.75,6.0,1,-8,15.0,4,2
Mauricio Rua,Gian Villante,1,205.0,76,3.57,50,2.79,54,2.01,48,49,0.7,230.0,76,4.38,44,5.47,55,0.45,23,83,0.0,27,14,1,17,14,0,73.0,75.0,43.0,39.0,False,True,False,False,False,True,False,False,25,6,0.7,-1,4.0,-2.6799999999999997,-0.81,0,1.5599999999999998,-2.0,1,-34,-25.0,10,0
Edson Barboza,Beneil Dariush,1,145.0,75,4.11,44,4.65,56,0.45,50,72,0.1,155.0,72,3.78,48,2.65,57,1.9,34,80,0.9,24,12,0,22,6,1,71.0,70.0,39.0,35.0,False,True,False,False,False,False,True,False,16,-4,-0.8,-1,4.0,2.0000000000000004,0.3300000000000005,3,-1.45,1.0,-1,-8,-10.0,2,6
Jack Marshman,Thiago Santos,0,185.0,73,2.74,25,4.19,56,0.0,0,20,0.0,205.0,76,3.72,48,2.57,53,0.88,33,65,0.1,23,10,0,22,11,0,72.0,74.0,35.0,41.0,False,True,False,False,False,True,False,False,-33,-23,-0.1,3,-6.0,1.6200000000000006,-0.98,-3,-0.88,-2.0,0,-45,-20.0,1,-1
Gerald Meerschaert,Ryan Janes,1,185.0,77,3.1,45,3.45,53,2.01,35,42,1.5,185.0,76,7.69,48,5.53,59,0.35,100,58,0.0,37,18,0,10,3,0,73.0,75.0,37.0,43.0,False,False,True,False,False,True,False,False,-65,-3,1.5,-6,-6.0,-2.08,-4.59,1,1.6599999999999997,-2.0,0,-16,0.0,27,15
Carla Esparza,Randa Markos,0,115.0,63,2.19,39,2.87,54,3.28,36,47,0.3,115.0,63,2.97,43,3.1,58,1.12,28,52,0.2,20,8,0,11,12,1,61.0,64.0,37.0,39.0,False,True,False,False,False,True,False,False,8,-4,0.09999999999999998,-4,-2.0,-0.22999999999999998,-0.7800000000000002,0,2.1599999999999997,-3.0,-1,-5,0.0,9,-4
Nordine Taleb,Santiago Ponzinibbio,0,170.0,74,3.66,51,2.62,66,1.94,76,73,0.0,170.0,73,4.8,41,4.61,61,0.56,32,71,0.0,15,7,0,31,8,0,73.0,72.0,43.0,38.0,False,True,False,False,False,True,False,False,44,10,0.0,5,5.0,-1.9900000000000002,-1.1399999999999997,1,1.38,1.0,0,2,0.0,-16,-1
Aiemann Zahabi,Reginaldo Vieira,1,135.0,68,4.06,46,4.06,71,0.16,14,83,0.0,135.0,65,3.76,40,2.89,59,1.97,27,25,0.8,12,2,0,13,5,0,68.0,67.0,37.0,42.0,False,True,False,False,False,True,False,False,-13,6,-0.8,12,-5.0,1.1699999999999995,0.2999999999999998,3,-1.81,1.0,0,58,0.0,-1,-3
Sam Sicilia,Gavin Tucker,0,145.0,67,2.46,33,3.55,59,1.45,43,70,0.9,145.0,66,4.29,44,4.18,57,3.13,44,53,1.5,15,8,0,13,3,0,68.0,66.0,39.0,38.0,False,True,False,False,False,False,True,False,-1,-11,-0.6,2,1.0,-0.6299999999999999,-1.83,1,-1.68,2.0,0,17,0.0,2,5
Sara McMann,Gina Mazany,1,135.0,66,2.26,46,1.92,47,4.38,65,50,0.5,125.0,68,3.73,50,3.52,50,4.34,52,33,0.2,13,6,0,7,6,0,66.0,66.0,44.0,36.0,False,True,False,False,False,False,True,False,13,-4,0.3,-3,8.0,-1.6,-1.4700000000000002,-2,0.040000000000000036,0.0,0,17,10.0,6,0
Derrick Lewis,Travis Browne,1,260.0,79,2.48,50,2.48,40,0.57,26,52,0.0,255.0,79,2.93,41,4.31,42,1.21,68,75,0.2,28,12,0,18,7,1,75.0,78.0,40.0,42.0,False,True,False,False,False,True,False,False,-42,9,-0.2,-2,-2.0,-1.8299999999999996,-0.4500000000000002,0,-0.64,-3.0,-1,-23,5.0,10,5
Tyson Pedro,Paul Craig,1,205.0,79,2.9,59,2.39,56,0.76,30,50,0.8,185.0,76,2.52,44,3.03,43,1.52,20,37,1.4,10,5,0,17,9,1,75.0,75.0,33.0,37.0,False,True,False,False,False,True,False,False,10,15,-0.5999999999999999,13,-4.0,-0.6399999999999997,0.3799999999999999,3,-0.76,0.0,-1,13,20.0,-7,-4
Elias Theodorou,Cezar Ferreira,1,185.0,75,4.19,42,2.39,53,1.27,28,59,0.0,185.0,78,1.9,42,2.44,53,2.69,53,84,0.5,16,3,0,13,8,0,73.0,73.0,36.0,40.0,False,True,False,False,False,False,True,False,-25,0,-0.5,0,-4.0,-0.04999999999999982,2.2900000000000005,-3,-1.42,0.0,0,-25,0.0,3,-5
Iuri Alcantara,Luke Sanders,1,135.0,71,2.72,45,2.79,49,1.44,62,60,0.8,135.0,67,6.61,52,4.37,50,0.71,30,72,0.2,35,10,0,13,5,0,69.0,66.0,44.0,39.0,False,False,True,False,False,False,True,False,32,-7,0.6000000000000001,-1,5.0,-1.58,-3.89,4,0.73,3.0,0,-12,0.0,22,5
Johny Hendricks,Hector Lombard,1,185.0,69,3.49,45,3.99,53,3.83,46,63,0.3,185.0,71,3.02,46,3.35,53,1.69,48,77,0.5,18,8,0,34,10,1,69.0,69.0,41.0,47.0,False,False,True,False,False,False,True,False,-2,-1,-0.2,0,-6.0,0.6400000000000001,0.4700000000000002,-2,2.14,0.0,-1,-14,0.0,-16,-2
Alistair Overeem,Mark Hunt,1,265.0,80,3.67,64,2.44,57,1.42,55,73,0.8,265.0,72,2.81,43,2.9,51,0.51,55,64,0.2,47,19,0,13,14,1,76.0,70.0,44.0,51.0,False,True,False,False,False,True,False,False,0,21,0.6000000000000001,6,-7.0,-0.45999999999999996,0.8599999999999999,8,0.9099999999999999,6.0,-1,9,0.0,34,5
Mark Godbeer,Daniel Spitz,1,240.0,77,3.97,53,3.3,54,0.0,0,28,0.0,245.0,82,2.6,35,5.3,46,0.74,66,0,0.0,13,4,0,6,3,0,76.0,79.0,41.0,34.0,False,True,False,False,False,True,False,False,-66,18,0.0,8,7.0,-2.0,1.37,-5,-0.74,-3.0,0,28,-5.0,7,1
Mirsad Bektic,Darren Elkins,0,145.0,70,2.43,41,1.8,57,3.98,52,92,0.4,145.0,71,3.4,38,3.22,51,2.86,34,56,1.1,13,4,0,29,11,0,68.0,70.0,34.0,40.0,False,True,False,False,False,True,False,False,18,3,-0.7000000000000001,6,-6.0,-1.4200000000000002,-0.9699999999999998,-1,1.12,-2.0,0,36,0.0,-16,-7
Amanda Cooper,Cynthia Calvillo,0,115.0,64,3.55,44,3.2,51,1.53,38,28,1.8,115.0,64,4.41,38,4.12,64,1.8,44,77,0.8,3,5,0,9,6,1,63.0,64.0,33.0,37.0,False,False,False,True,False,True,False,False,-6,6,1.0,-13,-4.0,-0.9199999999999999,-0.8600000000000003,0,-0.27,-1.0,-1,-49,0.0,-6,-1
Marcin Tybura,Luis Henrique,1,249.0,78,3.57,49,3.26,55,1.42,33,77,0.1,243.0,74,1.81,43,2.22,47,3.09,36,50,1.0,26,9,0,10,5,0,75.0,74.0,39.0,31.0,False,True,False,False,False,True,False,False,-3,6,-0.9,8,8.0,1.0399999999999996,1.7599999999999998,4,-1.67,1.0,0,27,6.0,16,4
Rashad Evans,Daniel Kelly,0,205.0,75,2.14,37,2.42,63,2.98,44,73,0.0,185.0,70,3.62,38,4.64,61,1.86,34,78,0.3,19,8,1,13,4,0,72.0,72.0,45.0,47.0,False,True,False,False,False,False,True,False,10,-1,-0.3,2,-2.0,-2.2199999999999998,-1.48,5,1.1199999999999999,0.0,1,-5,20.0,6,4
Lando Vannata,David Teymur,0,155.0,71,4.52,45,4.76,55,1.09,37,69,0.3,155.0,73,4.69,43,3.53,55,0.94,33,77,0.0,12,7,2,8,2,0,69.0,69.0,33.0,35.0,False,True,False,False,False,False,True,False,4,2,0.3,0,-2.0,1.23,-0.17000000000000082,-2,0.15000000000000013,0.0,2,-8,0.0,4,5
Marcos Rogerio de Lima,Jeremy Kimball,1,253.0,75,3.7,57,2.9,51,1.4,45,59,0.5,205.0,72,2.81,46,3.84,49,1.41,20,50,0.0,22,10,1,15,8,0,73.0,72.0,39.0,34.0,False,True,False,False,False,False,False,True,25,11,0.5,2,5.0,-0.94,0.8900000000000001,3,-0.010000000000000009,1.0,1,9,48.0,7,2
Henrique da Silva,Jordan Johnson,0,205.0,76,3.89,60,5.28,40,0.25,14,22,0.2,205.0,79,3.45,47,2.64,53,3.25,42,100,1.2,14,5,0,10,0,0,75.0,74.0,35.0,36.0,False,True,False,False,False,True,False,False,-28,13,-1.0,-13,-1.0,2.64,0.43999999999999995,-3,-3.0,1.0,0,-78,0.0,4,5
Eric Spicely,Alessio Di Chirico,1,185.0,73,3.71,45,5.72,55,1.31,20,75,1.0,185.0,74,3.32,39,3.44,61,1.46,39,83,0.0,12,6,0,13,7,0,73.0,72.0,38.0,35.0,False,True,False,False,False,True,False,False,-19,6,1.0,-6,3.0,2.28,0.3900000000000001,-1,-0.1499999999999999,1.0,0,-8,0.0,-1,-1
Tyron Woodley,Stephen Thompson,1,170.0,74,2.36,48,2.76,54,1.06,40,87,0.4,170.0,75,4.11,46,3.02,55,0.25,41,63,0.0,19,7,1,17,8,1,69.0,72.0,42.0,42.0,False,True,False,False,False,True,False,False,-1,2,0.4,-1,0.0,-0.26000000000000023,-1.7500000000000004,-1,0.81,-3.0,0,24,0.0,2,-1
Bobby Nash,Li Jingliang,0,170.0,74,3.42,37,3.95,51,2.37,33,100,1.6,170.0,71,4.46,42,3.95,56,1.19,41,60,0.0,8,4,0,19,9,0,72.0,72.0,35.0,37.0,False,True,False,False,False,True,False,False,-8,-5,1.6,-5,-2.0,0.0,-1.04,3,1.1800000000000002,0.0,0,40,0.0,-11,-5
Alexandre Pantoja,Eric Shelton,1,125.0,67,4.41,50,3.92,50,2.74,47,68,0.9,125.0,68,2.57,42,1.88,63,2.83,51,46,0.2,29,5,0,12,6,0,65.0,66.0,34.0,34.0,False,True,False,False,False,True,False,False,-4,8,0.7,-13,0.0,2.04,1.8400000000000003,-1,-0.08999999999999986,-1.0,0,22,0.0,17,-1
Nate Marquardt,Sam Alvey,0,185.0,74,2.71,49,2.32,55,1.87,51,70,0.8,185.0,75,3.28,44,3.63,52,0.06,14,82,0.1,35,19,2,33,18,1,72.0,74.0,45.0,38.0,False,True,False,False,False,False,True,False,37,5,0.7000000000000001,3,7.0,-1.31,-0.5699999999999998,-1,1.81,-2.0,1,-12,0.0,2,1
Raphael Assuncao,Aljamain Sterling,1,135.0,66,3.22,42,2.5,66,1.65,39,78,0.2,145.0,71,4.41,52,2.21,58,2.51,29,42,0.7,28,10,0,24,5,0,65.0,67.0,42.0,35.0,False,True,False,False,False,True,False,False,10,-10,-0.49999999999999994,8,7.0,0.29000000000000004,-1.19,-5,-0.8599999999999999,-2.0,0,36,-10.0,4,5
Andrei Arlovski,Francis Ngannou,0,240.0,77,3.82,45,3.22,57,0.37,35,76,0.2,250.0,83,2.33,41,2.16,41,0.76,62,71,0.3,34,24,0,17,3,0,75.0,76.0,46.0,38.0,False,True,False,False,False,True,False,False,-27,4,-0.09999999999999998,16,8.0,1.06,1.4899999999999998,-6,-0.39,-1.0,0,5,-10.0,17,21
Donald Cerrone,Jorge Masvidal,0,155.0,73,4.41,46,4.48,53,1.16,33,73,1.2,170.0,74,4.05,47,3.05,64,1.38,59,72,0.3,36,17,0,35,17,0,73.0,71.0,41.0,40.0,False,True,False,False,False,True,False,False,-26,-1,0.8999999999999999,-11,1.0,1.4300000000000006,0.3600000000000003,-1,-0.21999999999999997,2.0,0,1,-15.0,1,0
Valentina Shevchenko,Julianna Pena,1,125.0,66,3.16,52,2.0,64,2.74,64,71,0.3,135.0,69,3.25,44,2.53,57,1.81,56,23,0.8,24,4,1,13,5,0,65.0,66.0,37.0,35.0,False,False,True,False,False,True,False,False,8,8,-0.5,7,2.0,-0.5299999999999998,-0.08999999999999986,-3,0.9300000000000002,-1.0,1,48,-10.0,11,-1
